,Show_ID_tmdb,name_tmdb,Genre,Overview_Text_tvdb,Vote_Average_tmdb,Vote_Count_tmdb
1133,79410,After Life,"[35, 18]","Tony had a perfect life. But after his wife Lisa suddenly dies, Tony changes. After contemplating taking his own life, he decides instead to live long enough to punish the world by saying and doing whatever he likes from now on.",7.9,393
1134,37608,Against the Wall,"[18, 80]","Against the Wall is an American police drama television series created by Annie Brunner. The series starred Rachael Carpani as Abby Kowalski, a police detective who recently joined the Internal Affairs division of the Chicago Police Department.

The series was broadcast in the United States on the cable channel Lifetime, and is a production of Universal Cable Productions. It premiered on July 31, 2011, following Drop Dead Diva. Lifetime opted not to renew the show for a second season.",6.6,7
1135,1668,Friends,"[35, 18]","Friends is an American television sitcom created by David Crane and Marta Kauffman, which aired on NBC from September 22, 1994, to May 6, 2004, lasting ten seasons. With an ensemble cast starring Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, the show revolves around six friends in their 20s and 30s who live in Manhattan, New York City. The series was produced by Bright/Kauffman/Crane Productions, in association with Warner Bros. Television. The original executive producers were Kevin S. Bright, Kauffman, and Crane.",8.4,5819
1136,74577,The End of the F***ing World,"[35, 18, 80]","James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a darkly comedic road trip in search of her real father.",8.2,2249
1137,60803,Chasing Life,"[18, 10751]","April, an aspiring journalist, is balancing her ambitious career with her family and a new office romance. In an unexpected twist of fate, April learns that she has leukemia.",7.6,38
1138,85948,Star Trek: Lower Decks,"[10765, 16, 35]","The lives of the support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, in 2380. Ensigns Mariner, Boimler, Rutherford and Tendi have to keep up with their duties and their social lives, often while the ship is being rocked by a multitude of sci-fi anomalies.",7.3,130
1139,3965,My Boys,[35],"My Boys follows PJ, a twenty-something professional sportswriter who is looking for love within her world which is dominated by her group of male friends. Her tomboyish, no-nonsense approach to relationships tends to freak out potential suitors which leads her only female friend to advise her to dress and act more feminine.",4.3,4
1140,67169,The Collection,[18],"A gripping family drama and entrepreneurial fable, set in a post-war Paris fashion house. It exposes the grit behind the glamour of a rising business, spearheaded by two clashing brothers.",7.4,16
1141,89247,Batwoman,"[10765, 10759]","Kate Kane, armed with a passion for social justice and a flair for speaking her mind, soars onto the streets of Gotham as Batwoman, an out lesbian and highly trained street fighter primed to snuff out the failing city's criminal resurgence. But don't call her a hero yet. In a city desperate for a savior, Kate must overcome her own demons before embracing the call to be Gotham's symbol of hope",7.2,1326
1142,70537,Prime Suspect 1973,"[80, 18]","Prime Suspect 1973 tells the story of 22-year-old Jane Tennison's first days in the police force, in which she endured flagrant sexism before being thrown in at the deep end with a murder enquiry.",7.5,23
1143,32023,How to Make It in America,"[18, 35]","Trying to make a name for themselves in New York's competitive fashion scene, Ben Epstein and his friend and business partner Cam Calderon use their street knowledge and connections to bring their ambitions to fruition. With the help of Cam's cousin Rene, who is trying to market his own high-energy drink, and their well-connected friend Domingo, the burgeoning entrepreneurs set out to make it big, encountering obstacles along the way that will require all their ingenuity to overcome.",7.4,48
1144,80730,Who Is America?,"[35, 10763]","A satirical half-hour series from comedian Sacha Baron Cohen exploring the diverse individuals, from the infamous to the unknown across the political and cultural spectrum, who populate our unique nation.",7.3,79
1145,82209,Black Earth Rising,"[80, 18]","As a child, Kate Ashby was rescued from the horrific aftermath of the Rwandan genocide and brought to the UK. But the tragic shadow of her past proves impossible to escape.",7.1,45
1146,124897,Mr. Corman,"[35, 18]","With better luck, better choices, better posture...Josh Corman could’ve been a rock star. Now he teaches fifth grade, and though he loves his students, he still struggles to find happiness and meaning in a world that sometimes feels short on both.",6.4,25
1147,71725,Kevin (Probably) Saves the World,"[10765, 35, 18]","One day while returning home to stay with his widowed twin sister and her daughter, Kevin Finn, a self-centered man whose life brings him more trouble than he bargained for, is recruited by a celestial being named Yvette, who enlists Kevin with a new purpose in his life, which is to save the world.",7.3,36
1148,35341,Ringer,"[9648, 18]","Six months after deciding to pull herself together and get sober, Bridget witnesses a murder. Realizing her life is in danger and not trusting the FBI to protect her, she runs to her wealthy twin sister, Siobhan, in New York. Things start out well—with the two patching up a fractured relationship—when Siobhan suddenly goes missing. Bridget assumes her sister's identity, but soon learns that Siobhan's life is not as perfect as it looks and she is no safer than she was before",5.8,77
1149,10222,The Real Housewives of Orange County,[10764],"A view into the lives of several women and their families who live in one of the wealthiest communities in the country with the viewer taken ""inside the gates"" to show their lives aren't always perfect.",5.8,43
1150,115036,The Book of Boba Fett,"[10759, 10765]",Legendary bounty hunter Boba Fett and mercenary Fennec Shand must navigate the galaxy’s underworld when they return to the sands of Tatooine to stake their claim on the territory once ruled by Jabba the Hutt and his crime syndicate.,8.0,1590
1151,89233,Away,"[10765, 18]","American astronaut Emma Green must leave her husband and teenage daughter behind to command an international space crew embarking upon a treacherous mission. A series about hope, humanity and how we need one another if we are to achieve impossible things.",6.9,237
1152,65437,Killing Fields,"[80, 99]","True-crime thriller that follows a team of homicide detectives as they open an 18-year-old cold case that occurred in one of America's notorious body-dumping grounds, the Louisiana swamplands.",7.0,9
1153,3308,George Lopez,[35],"George Lopez is an American sitcom starring comedian George Lopez. The show originally aired on ABC from March 27, 2002, to May 8, 2007.",7.8,62
1154,76467,Strange Angel,"[10765, 18, 9648]",The story of the mysterious and brilliant Jack Parsons in 1940s Los Angeles as by day he helps birth the discipline of American rocketry and by night is a performer of sex magick rituals and a disciple to occultist Aleister Crowley.,7.6,22
1155,129502,Welcome to Flatch,[35],"When a documentary crew sets out to explore the lives of residents in a small American town – their dreams, their concerns – they stumble upon the midwestern town of Flatch, which is made up of many eccentric personalities. It’s a place you want to visit and maybe even stay. If there was a decent motel. Which there is not.",6.8,9
