index,author,review_source,title,season,release_date,review_length
5706,Robert Rorke,New York Post,Young Sheldon,1.0,25-Sep-17,309
5707,Ken Tucker,Yahoo TV,Young Sheldon,1.0,25-Sep-17,319
5708,Rob Owen,Pittsburgh Post-Gazette,Young Sheldon,1.0,25-Sep-17,335
5709,David Wiegand,San Francisco Chronicle,Young Sheldon,1.0,25-Sep-17,440
5710,Emily VanDerWerff,Vox.com,Young Sheldon,1.0,25-Sep-17,319
5711,Dan Fienberg,The Hollywood Reporter,Young Sheldon,1.0,25-Sep-17,370
5712,Dana Schwartz,Entertainment Weekly,Young Sheldon,1.0,25-Sep-17,415
5713,Maureen Ryan,Variety,Young Sheldon,1.0,25-Sep-17,367
5714,Rob Owen,Pittsburgh Post-Gazette,The Newsroom,3.0,9-Nov-14,300
5715,Alan Sepinwall,Hitfix,The Newsroom,3.0,9-Nov-14,385
5716,Rob Humanick,Slant Magazine,The Newsroom,3.0,9-Nov-14,397
5717,Tom Long,The Detroit News,The 100,1.0,19-Mar-14,333
5718,Mike Hale,The New York Times,The New Pope,1.0,12-Jan-20,459
5719,Jen Chaney,New York Magazine (Vulture),The New Pope,1.0,12-Jan-20,390
5720,Vinnie Mancuso,Collider,The New Pope,1.0,12-Jan-20,310
5721,Daniel D'Addario,Variety,The New Pope,1.0,12-Jan-20,412
5722,Vicki Hyman,Newark Star-Ledger,Outsiders,1.0,26-Jan-16,466
5723,Brian Lowry,Variety,Outsiders,1.0,26-Jan-16,440
5724,Ellen Gray,Philadelphia Daily News,Survivors,1.0,23-Nov-08,368
5725,Rob Owen,Pittsburgh Post-Gazette,Killing Eve,3.0,12-Apr-20,361
5726,Allison Keene,Paste Magazine,Killing Eve,3.0,12-Apr-20,428
5727,Sonia Saraiya,Vanity Fair,Killing Eve,3.0,12-Apr-20,375
5728,Lucy Mangan,The Guardian,Killing Eve,3.0,12-Apr-20,300
5729,Mike Hale,The New York Times,Killing Eve,3.0,12-Apr-20,323
5730,Inkoo Kang,The Hollywood Reporter,Killing Eve,3.0,12-Apr-20,331
5731,Brian Lowry,CNN,Killing Eve,3.0,12-Apr-20,368
5732,Robert Lloyd,Los Angeles Times,Vicious,1.0,29-Apr-13,307
5733,Mike Hale,The New York Times,Marry Me,1.0,14-Oct-14,314
5735,Kristi Turnquist,The Oregonian,Grand Crew,1.0,14-Dec-21,301
5736,Brian Lowry,Variety,Devious Maids,1.0,23-Jun-13,302
5737,Verne Gay,Newsday,Devious Maids,1.0,23-Jun-13,330
5738,John Anderson,Wall Street Journal,Roadkill,1.0,18-Oct-20,377
5739,Melanie McFarland,Salon,Roadkill,1.0,18-Oct-20,391
5740,Alexandra Schwartz,The New Yorker,Roadkill,1.0,18-Oct-20,375
5741,Ed Cumming,The Independent,Roadkill,1.0,18-Oct-20,407
5742,Matthew Gilbert,Boston Globe,Roadkill,1.0,18-Oct-20,372
5743,Mike Hale,The New York Times,Roadkill,1.0,18-Oct-20,321
5744,Rebecca Strassberg,Variety,Roadkill,1.0,18-Oct-20,305
5745,Lucy Mangan,The Guardian,Roadkill,1.0,18-Oct-20,343
5746,David Wiegand,San Francisco Chronicle,Marvel's The Defenders,1.0,18-Aug-17,365
5747,Kelly Lawler,USA Today,Marvel's The Defenders,1.0,18-Aug-17,347
5748,Brian Tallerico,RogerEbert.com,Marvel's The Defenders,1.0,18-Aug-17,302
5749,Ira Madison III,The Daily Beast,Marvel's The Defenders,1.0,18-Aug-17,307
5750,Mark A. Perigard,Boston Herald,Marvel's The Defenders,1.0,18-Aug-17,306
5751,Alan Sepinwall,UPROXX,Marvel's The Defenders,1.0,18-Aug-17,318
5752,Isaac Feldberg,Boston Globe,Marvel's The Defenders,1.0,18-Aug-17,330
5753,Matt Webb Mitovich,TVLine,Marvel's The Defenders,1.0,18-Aug-17,340
5754,Jeff Jensen,Entertainment Weekly,Marvel's The Defenders,1.0,18-Aug-17,345
5755,Matt Zoller Seitz,New York Magazine (Vulture),Marvel's The Defenders,1.0,18-Aug-17,331
5756,Tim Goodman,The Hollywood Reporter,Marvel's The Defenders,1.0,18-Aug-17,391
5757,Liz Shannon Miller,IndieWire,Marvel's The Defenders,1.0,18-Aug-17,301
5758,Robert Yaniz Jr.,We Got This Covered,Marvel's The Defenders,1.0,18-Aug-17,414
5759,Melanie McFarland,Salon,Marvel's The Defenders,1.0,18-Aug-17,371
5760,Mark Dawidziak,Cleveland Plain Dealer,Firefly,1.0,20-Sep-02,370
5761,Caryn James,The New York Times,Firefly,1.0,20-Sep-02,318
5762,Matthew Gilbert,Boston Globe,Firefly,1.0,20-Sep-02,371
5763,David Zurawik,Baltimore Sun,Firefly,1.0,20-Sep-02,313
5764,Alan Sepinwall,Newark Star-Ledger,Firefly,1.0,20-Sep-02,348
5765,Steve Johnson,Chicago Tribune,Firefly,1.0,20-Sep-02,300
5766,Rob Owen,Pittsburgh Post-Gazette,Firefly,1.0,20-Sep-02,430
5767,Ben Travers,IndieWire,Time Traveling Bong,1.0,20-Apr-16,307
5768,Mark Dawidziak,Cleveland Plain Dealer,Crisis,1.0,16-Mar-14,336
5769,Ed Bark,Uncle Barky,Crisis,1.0,16-Mar-14,330
5770,Matthew Gilbert,Boston Globe,New Amsterdam,1.0,4-Mar-08,313
5771,Alan Sepinwall,Newark Star-Ledger,New Amsterdam,1.0,4-Mar-08,378
5772,Erik Adams,The A.V. Club,Encore!,1.0,12-Nov-19,318
5773,Margaret Lyons,The New York Times,Encore!,1.0,12-Nov-19,310
5774,Robert Lloyd,Los Angeles Times,Encore!,1.0,12-Nov-19,321
5775,Barry Garron,The Hollywood Reporter,Queer as Folk,1.0,3-Dec-00,327
5776,Hal Boedeker,Orlando Sentinel,Queer as Folk,1.0,3-Dec-00,373
5777,Matt Zoller Seitz,Newark Star-Ledger,Queer as Folk,1.0,3-Dec-00,382
5778,Monica Collins,Boston Herald,Queer as Folk,1.0,3-Dec-00,387
5779,Robert Bianco,USA Today,Queer as Folk,1.0,3-Dec-00,400
5780,Matthew Gilbert,Boston Globe,Queer as Folk,1.0,3-Dec-00,394
5781,Tom Long,The Detroit News,The Haunting of Bly Manor,1.0,9-Oct-20,304
5782,Richard Lawson,Vanity Fair,The Haunting of Bly Manor,1.0,9-Oct-20,302
5783,Angelica Jade Bastien,New York Magazine (Vulture),The Haunting of Bly Manor,1.0,9-Oct-20,394
5784,Brian Tallerico,The Playlist,The Haunting of Bly Manor,1.0,9-Oct-20,394
5785,Dan Fienberg,The Hollywood Reporter,The Haunting of Bly Manor,1.0,9-Oct-20,410
5786,Daniel D'Addario,Variety,The Haunting of Bly Manor,1.0,9-Oct-20,376
5787,Brian Lowry,Variety,Kevin From Work,1.0,12-Aug-15,332
5788,Brian Lowry,Variety,The New Yorker Presents,1.0,16-Feb-16,307
5789,Eric Renner Brown,Entertainment Weekly,The New Yorker Presents,1.0,16-Feb-16,327
5790,Tim Goodman,The Hollywood Reporter,The New Yorker Presents,1.0,16-Feb-16,386
5791,Robert Bianco,USA Today,Traffic Light,1.0,8-Feb-11,303
5792,Matt Zoller Seitz,New York Magazine (Vulture),Mob City,1.0,4-Dec-13,360
5793,Lesley Smith,PopMatters,Mob City,1.0,4-Dec-13,376
5794,Brian Lowry,Variety,Mob City,1.0,4-Dec-13,340
5795,Ellen Gray,Philadelphia Daily News,Mob City,1.0,4-Dec-13,319
5796,Neil Genzlinger,The New York Times,Mob City,1.0,4-Dec-13,383
5797,David Wiegand,San Francisco Chronicle,Mob City,1.0,4-Dec-13,305
5798,Dave Nemetz,TVLine,Debris,1.0,1-Mar-21,373
5799,Amy Amatangelo,Paste Magazine,Why Women Kill,1.0,15-Aug-19,372
5800,Melanie McFarland,Salon,Why Women Kill,1.0,15-Aug-19,579
5801,Hank Stuever,Washington Post,Why Women Kill,1.0,15-Aug-19,316
5802,Hanh Nguyen,IndieWire,Why Women Kill,1.0,15-Aug-19,307
5803,Leila Latif,The A.V. Club,Super Pumped: The Battle for Uber,1.0,27-Feb-22,416
5804,John Anderson,Wall Street Journal,Super Pumped: The Battle for Uber,1.0,27-Feb-22,345
5805,Angie Han,The Hollywood Reporter,Super Pumped: The Battle for Uber,1.0,27-Feb-22,376
5806,Jen Chaney,New York Magazine (Vulture),Super Pumped: The Battle for Uber,1.0,27-Feb-22,379
5807,Daniel D'Addario,Variety,Super Pumped: The Battle for Uber,1.0,27-Feb-22,438
5808,Ben Travers,IndieWire,Super Pumped: The Battle for Uber,1.0,27-Feb-22,321
5809,Inkoo Kang,Washington Post,Super Pumped: The Battle for Uber,1.0,27-Feb-22,346
5810,James Poniewozik,Time,Smash,2.0,5-Feb-13,354
5811,Matt Roush,TV Guide Magazine,Smash,2.0,5-Feb-13,366
5812,Sonia Saraiya,The A.V. Club,Satisfaction (2014),1.0,17-Jul-14,311
5813,Mary McNamara,Los Angeles Times,Satisfaction (2014),1.0,17-Jul-14,406
5814,James Poniewozik,Time,Satisfaction (2014),1.0,17-Jul-14,349
5815,Robert Bianco,USA Today,Satisfaction (2014),1.0,17-Jul-14,306
5816,Melanie McFarland,Salon,Gunpowder,1.0,21-Oct-17,302
5817,Tim Goodman,The Hollywood Reporter,Gunpowder,1.0,21-Oct-17,336
5818,Michael Haigis,Slant Magazine,Gunpowder,1.0,21-Oct-17,317
5819,Mark A. Perigard,Boston Herald,Detroit 1-8-7,1.0,21-Sep-10,325
5820,Lily Moayeri,Under The Radar,Detroit 1-8-7,1.0,21-Sep-10,300
5821,Robert Lloyd,Los Angeles Times,Iconoclasts,1.0,17-Nov-05,337
5822,Dana Stevens,Slate,Iconoclasts,1.0,17-Nov-05,314
5823,Melanie McFarland,Salon,Hitmen,1.0,25-Mar-20,403
5824,Danette Chavez,The A.V. Club,The Gifted,1.0,2-Oct-17,426
5825,Melanie McFarland,Salon,The Gifted,1.0,2-Oct-17,344
5826,Ben Travers,IndieWire,The Gifted,1.0,2-Oct-17,393
5827,David Wiegand,San Francisco Chronicle,The Gifted,1.0,2-Oct-17,337
5828,Glenn Garvin,Reason.com,The Gifted,1.0,2-Oct-17,344
5829,Kelly Lawler,USA Today,Ten Days in the Valley,1.0,1-Oct-17,408
5830,David Wiegand,San Francisco Chronicle,Will,1.0,10-Jul-17,300
5831,Melanie McFarland,Salon,Will,1.0,10-Jul-17,317
5832,David Hinckley,The Huffington Post,Will,1.0,10-Jul-17,311
5833,Sophie Gilbert,The Atlantic,Will,1.0,10-Jul-17,334
5834,Brian Lowry,CNN,Will,1.0,10-Jul-17,321
5835,Rob Lowman,Los Angeles Daily News,Will,1.0,10-Jul-17,315
5836,Matt Fagerholm,RogerEbert.com,Hightown,1.0,17-May-20,496
5837,Mike Hale,The New York Times,Hightown,1.0,17-May-20,373
5838,Robert Bianco,USA Today,Grandfathered,1.0,29-Sep-15,302
5839,Heidi Patalano,The Wrap,Grandfathered,1.0,29-Sep-15,372
5840,Matt Zoller Seitz,New York Magazine (Vulture),Grandfathered,1.0,29-Sep-15,301
5841,Carol Midgley,The Times,The Luminaries,1.0,14-Feb-21,388
5842,Joel Keller,Decider,The Luminaries,1.0,14-Feb-21,385
5843,Dan Fienberg,The Hollywood Reporter,The Luminaries,1.0,14-Feb-21,356
5844,Melanie McFarland,Salon,The Luminaries,1.0,14-Feb-21,372
5845,Matt Roush,TV Guide Magazine,Gracepoint,1.0,2-Oct-14,383
5846,Hank Stuever,Washington Post,Gracepoint,1.0,2-Oct-14,302
5847,Mark A. Perigard,Boston Herald,Gracepoint,1.0,2-Oct-14,306
5848,Rob Owen,Pittsburgh Post-Gazette,Gracepoint,1.0,2-Oct-14,409
5849,Robert Bianco,USA Today,Gracepoint,1.0,2-Oct-14,375
5850,Mary McNamara,Los Angeles Times,The World Wars,1.0,26-May-14,367
5851,Robert Lloyd,Los Angeles Times,Picnic at Hanging Rock,1.0,25-May-18,345
5852,Sophie Gilbert,The Atlantic,Picnic at Hanging Rock,1.0,25-May-18,450
5853,Brian Tallerico,RogerEbert.com,Picnic at Hanging Rock,1.0,25-May-18,352
5854,Allison Shoemaker,The A.V. Club,Picnic at Hanging Rock,1.0,25-May-18,373
5855,Mike Hale,The New York Times,Picnic at Hanging Rock,1.0,25-May-18,373
5856,Brian Lowry,Variety,Alcatraz,1.0,16-Jan-12,315
5857,Dorothy Rabinowitz,Wall Street Journal,Mike & Molly,1.0,20-Sep-10,347
5858,Dan Fienberg,Hitfix,Mike & Molly,1.0,20-Sep-10,473
5859,Sarah Rodman,Boston Globe,Mike & Molly,1.0,20-Sep-10,337
5860,Michael Abernethy,PopMatters,Mike & Molly,1.0,20-Sep-10,368
5861,Hank Stuever,Washington Post,Soulmates,1.0,5-Oct-20,442
5862,Allison Shoemaker,RogerEbert.com,Soulmates,1.0,5-Oct-20,418
5863,Caroline Framke,Variety,Soulmates,1.0,5-Oct-20,365
5864,Adrian Horton,The Guardian,Soulmates,1.0,5-Oct-20,359
5865,Allison Keene,Paste Magazine,Soulmates,1.0,5-Oct-20,571
5866,Erik Adams,The A.V. Club,Ghosted,1.0,1-Oct-17,300
5867,Dan Fienberg,The Hollywood Reporter,Ghosted,1.0,1-Oct-17,376
5868,Charles Bramesco,The Guardian,History of Swear Words,1.0,5-Jan-20,433
5869,Karen Han,Slate,History of Swear Words,1.0,5-Jan-20,455
5870,Jen Chaney,New York Magazine (Vulture),History of Swear Words,1.0,5-Jan-20,372
5871,Michael Phillips,Chicago Tribune,History of Swear Words,1.0,5-Jan-20,454
5872,Charles Barfield,The Playlist,History of Swear Words,1.0,5-Jan-20,404
5873,Brian Lowry,CNN,Dirk Gently's Holistic Detective Agency,1.0,22-Oct-16,353
5874,Rob Owen,Pittsburgh Post-Gazette,Telenovela,1.0,7-Dec-15,326
5875,Glenn Garvin,Reason.com,Telenovela,1.0,7-Dec-15,370
5876,Gail Pennington,St. Louis Post-Dispatch,The Muppets (2015),1.0,22-Sep-15,389
5877,Mitchel Broussard,We Got This Covered,The Muppets (2015),1.0,22-Sep-15,501
5878,Kevin Fallon,The Daily Beast,The Muppets (2015),1.0,22-Sep-15,392
5879,Ned Ehrbar,The Wrap,The Muppets (2015),1.0,22-Sep-15,354
5880,Willa Paskin,Slate,The Muppets (2015),1.0,22-Sep-15,455
5881,Maureen Ryan,The Huffington Post,The Muppets (2015),1.0,22-Sep-15,328
5882,Aaron Barnhart,Primetimer,Fantasy Island,1.0,10-Aug-21,345
5883,Daniel D'Addario,Variety,Fantasy Island,1.0,10-Aug-21,302
5884,Nina Metz,Chicago Tribune,Fantasy Island,1.0,10-Aug-21,310
5885,Mike Hale,The New York Times,South Riding,1.0,20-Feb-11,322
5886,Brian Lowry,Variety,The Inbetweeners,1.0,20-Aug-12,303
5887,Brian Tallerico,RogerEbert.com,The Wilds,2.0,6-May-22,363
5888,Alexis Gunderson,Paste Magazine,The Wilds,2.0,6-May-22,405
5889,Tim Surette,TV Guide,The Wilds,2.0,6-May-22,332
5890,Jordan Julian,The Daily Beast,The Wilds,2.0,6-May-22,334
5891,Robyn Bahr,The Hollywood Reporter,The Imagineering Story,1.0,12-Nov-19,324
5892,Brian Tallerico,RogerEbert.com,The Imagineering Story,1.0,12-Nov-19,311
5893,Judy Berman,Time,The Imagineering Story,1.0,12-Nov-19,408
5894,Allison Shoemaker,RogerEbert.com,Ginny & Georgia,1.0,24-Feb-21,342
5895,Dave Nemetz,TVLine,Ginny & Georgia,1.0,24-Feb-21,360
5896,Kathryn VanArendonk,New York Magazine (Vulture),Ginny & Georgia,1.0,24-Feb-21,348
5897,Alan Sepinwall,Rolling Stone,Ginny & Georgia,1.0,24-Feb-21,327
5898,Melanie McFarland,Salon,Ginny & Georgia,1.0,24-Feb-21,466
5899,Kaitlin Thomas,Paste Magazine,Ginny & Georgia,1.0,24-Feb-21,374
5900,Joel Keller,Decider,Ginny & Georgia,1.0,24-Feb-21,306
5901,Neil Genzlinger,The New York Times,666 Park Avenue,1.0,30-Sep-12,300
5902,Misha Davenport,Chicago Sun-Times,Worst Week,1.0,22-Sep-08,359
5903,Alessandra Stanley,The New York Times,The Office,1.0,24-Mar-05,375
5904,Adam Buckman,New York Post,The Office,1.0,24-Mar-05,308
5905,David Bianculli,New York Daily News,The Office,1.0,24-Mar-05,366
5906,Brian Lowry,Variety,The Office,1.0,24-Mar-05,320
5907,Noel Holston,Newsday,The Office,1.0,24-Mar-05,353
5908,Jonathan Storm,Philadelphia Inquirer,The Office,1.0,24-Mar-05,336
5909,Robert Bianco,USA Today,The Office,1.0,24-Mar-05,300
5910,Gail Pennington,St. Louis Post-Dispatch,The Office,1.0,24-Mar-05,334
5911,Matthew Gilbert,Boston Globe,The Office,1.0,24-Mar-05,434
5912,Robert P. Laurence,San Diego Union-Tribune,The Office,1.0,24-Mar-05,391
5913,Alexis Gunderson,Paste Magazine,The Lincoln Lawyer (2022),1.0,13-May-22,357
5914,Robert Lloyd,Los Angeles Times,The Lincoln Lawyer (2022),1.0,13-May-22,440
5915,Daniel D'Addario,Variety,The Lincoln Lawyer (2022),1.0,13-May-22,385
5916,Jon O'Brien,Radio Times,The Lincoln Lawyer (2022),1.0,13-May-22,345
5917,Lucy Mangan,The Guardian,The Lincoln Lawyer (2022),1.0,13-May-22,327
5918,Robert Bianco,USA Today,The Real O'Neals,1.0,2-Mar-16,315
5919,Daniel D'Addario,Time,The Real O'Neals,1.0,2-Mar-16,342
5920,Dennis Perkins,The A.V. Club,Chelsea Does,1.0,23-Jan-16,330
5921,Robert Lloyd,Los Angeles Times,Chelsea Does,1.0,23-Jan-16,560
5922,Daniel D'Addario,Time,Chelsea Does,1.0,23-Jan-16,542
5923,Ellen Gray,Philadelphia Daily News,The Ricky Gervais Show,1.0,19-Feb-10,406
5924,Michael Murray,Slant Magazine,The Ricky Gervais Show,1.0,19-Feb-10,310
5925,David Hinckley,New York Daily News,The Ricky Gervais Show,1.0,19-Feb-10,307
5926,Robert Bianco,USA Today,The Ricky Gervais Show,1.0,19-Feb-10,322
5927,Kevin Fallon,The Daily Beast,The First,1.0,14-Sep-18,434
5928,Willa Paskin,Slate,The First,1.0,14-Sep-18,472
5929,Sophie Gilbert,The Atlantic,The First,1.0,14-Sep-18,445
5930,Michael Starr,New York Post,The First,1.0,14-Sep-18,337
5931,Hank Stuever,Washington Post,The First,1.0,14-Sep-18,309
5932,Adam Chitwood,Collider,The First,1.0,14-Sep-18,353
5933,Dan Fienberg,The Hollywood Reporter,The First,1.0,14-Sep-18,316
5934,Matt Zoller Seitz,New York Magazine (Vulture),The First,1.0,14-Sep-18,460
5935,Nick Allen,RogerEbert.com,The First,1.0,14-Sep-18,398
5936,Nick Schager,The Daily Beast,The Most Dangerous Animal of All,1.0,6-Mar-20,559
5937,Katie Rife,The A.V. Club,The Most Dangerous Animal of All,1.0,6-Mar-20,554
5938,Aaron Barnhart,Primetimer,The Most Dangerous Animal of All,1.0,6-Mar-20,517
5939,Haven Kimmel,Variety,The Most Dangerous Animal of All,1.0,6-Mar-20,398
5940,Inkoo Kang,The Hollywood Reporter,The Most Dangerous Animal of All,1.0,6-Mar-20,421
5941,John Maynard,Washington Post,Eureka,1.0,18-Jul-06,311
5942,Sonia Saraiya,Variety,The Man in the High Castle,2.0,16-Dec-16,395
5943,David Hinckley,New York Daily News,Warehouse 13,1.0,14-Jul-09,355
5944,Caroline Framke,Variety,All Rise,1.0,23-Sep-19,323
5945,Tambay Obenson,IndieWire,All Rise,1.0,23-Sep-19,376
5946,Melanie McFarland,Salon,All Rise,1.0,23-Sep-19,325
5947,John Anderson,Wall Street Journal,All Rise,1.0,23-Sep-19,357
5948,Ed Bark,Uncle Barky,House of Cards (2013),6.0,2-Nov-18,421
5949,Hank Stuever,Washington Post,House of Cards (2013),6.0,2-Nov-18,440
5950,Kristen Baldwin,Entertainment Weekly,House of Cards (2013),6.0,2-Nov-18,319
5951,Michael Ausiello,TVLine,House of Cards (2013),6.0,2-Nov-18,339
5952,Willa Paskin,Slate,House of Cards (2013),6.0,2-Nov-18,398
5953,Matt Zoller Seitz,New York Magazine (Vulture),House of Cards (2013),6.0,2-Nov-18,505
5954,Rob Owen,Pittsburgh Post-Gazette,House of Cards (2013),6.0,2-Nov-18,364
5955,Mark A. Perigard,Boston Herald,House of Cards (2013),6.0,2-Nov-18,332
5956,Dan Fienberg,The Hollywood Reporter,House of Cards (2013),6.0,2-Nov-18,373
5957,Spencer Kornhaber,The Atlantic,House of Cards (2013),6.0,2-Nov-18,414
5958,Kevin Fallon,The Daily Beast,House of Cards (2013),6.0,2-Nov-18,383
5959,Ken Tucker,Yahoo TV,House of Cards (2013),6.0,2-Nov-18,444
5960,Emily VanDerWerff,Vox.com,House of Cards (2013),6.0,2-Nov-18,394
5961,Brian Lowry,CNN,I'm Dying Up Here,1.0,4-Jun-17,319
5962,Darren Franich,Entertainment Weekly,I'm Dying Up Here,1.0,4-Jun-17,309
5963,Michael Starr,New York Post,I'm Dying Up Here,1.0,4-Jun-17,350
5964,Dan Fienberg,The Hollywood Reporter,I'm Dying Up Here,1.0,4-Jun-17,344
5965,Ben Travers,IndieWire,I'm Dying Up Here,1.0,4-Jun-17,316
5966,Matthew Gilbert,Boston Globe,I'm Dying Up Here,1.0,4-Jun-17,411
5967,Jeff Korbelik,The Lincoln Journal Star,I'm Dying Up Here,1.0,4-Jun-17,392
5968,Hank Stuever,Washington Post,I'm Dying Up Here,1.0,4-Jun-17,325
5969,Dorothy Rabinowitz,Wall Street Journal,I'm Dying Up Here,1.0,4-Jun-17,394
5970,Brian Tallerico,RogerEbert.com,I'm Dying Up Here,1.0,4-Jun-17,308
5971,Ken Tucker,Yahoo TV,I'm Dying Up Here,1.0,4-Jun-17,396
5972,Mark Dawidziak,Cleveland Plain Dealer,I'm Dying Up Here,1.0,4-Jun-17,347
5973,Kelly Lawler,USA Today,I'm Dying Up Here,1.0,4-Jun-17,354
5974,Tim Goodman,The Hollywood Reporter,Incorporated,1.0,30-Nov-16,334
5975,Melanie McFarland,Salon,Incorporated,1.0,30-Nov-16,329
5976,Ellen Gray,Philadelphia Daily News,Almost Human,1.0,17-Nov-13,305
5977,Dorothy Rabinowitz,Wall Street Journal,Banshee,1.0,11-Jan-13,319
5978,Staff (Not Credited),Variety,Samurai Girl,1.0,5-Sep-08,318
5979,David Wiegand,San Francisco Chronicle,Rake (2014),1.0,23-Jan-14,369
5980,Emily VanDerWerff,The A.V. Club,Rake (2014),1.0,23-Jan-14,388
5981,Sarah Rodman,Boston Globe,Rake (2014),1.0,23-Jan-14,386
5982,Alan Sepinwall,Hitfix,Rake (2014),1.0,23-Jan-14,310
5983,ken Tucker,Entertainment Weekly,Scrubs,9.0,1-Dec-09,428
5984,Matt Zoller Seitz,New York Magazine (Vulture),Matador,1.0,15-Jul-14,426
5985,William Hughes,The A.V. Club,The Watch (2021),1.0,3-Jan-21,300
5986,Allison Keene,Paste Magazine,The Watch (2021),1.0,3-Jan-21,528
5987,Carol Midgley,The Times,The Watch (2021),1.0,3-Jan-21,424
5988,Caroline Framke,Variety,B Positive,1.0,5-Nov-20,411
5989,Robert Lloyd,Los Angeles Times,B Positive,1.0,5-Nov-20,405
5990,Dan Fienberg,The Hollywood Reporter,B Positive,1.0,5-Nov-20,319
5991,Nancy DeWolf Smith,Wall Street Journal,Da Vinci's Demons,1.0,12-Apr-13,516
5992,Matthew Gilbert,Boston Globe,Da Vinci's Demons,1.0,12-Apr-13,452
5993,Mike Lechevallier,Slant Magazine,Da Vinci's Demons,1.0,12-Apr-13,421
5994,David Wiegand,San Francisco Chronicle,The Slap (2015),1.0,12-Feb-15,342
5995,Maureen Ryan,The Huffington Post,The Slap (2015),1.0,12-Feb-15,347
5996,Carla Meyer,San Francisco Chronicle,Foundation,1.0,24-Sep-21,352
5997,Judy Berman,Time,Foundation,1.0,24-Sep-21,547
5998,Liz Shannon Miller,Collider,Foundation,1.0,24-Sep-21,372
5999,Caroline Framke,Variety,Foundation,1.0,24-Sep-21,354
6000,Chancellor Agard,Entertainment Weekly,Foundation,1.0,24-Sep-21,430
6001,Dan Fienberg,The Hollywood Reporter,Foundation,1.0,24-Sep-21,390
6002,Kathryn VanArendonk,New York Magazine (Vulture),Foundation,1.0,24-Sep-21,357
6003,Maureen Ryan,Chicago Tribune,Californication,2.0,28-Sep-08,300
6004,Cynthia Fuchs,PopMatters,Californication,2.0,28-Sep-08,325
6005,Maureen Ryan,The Huffington Post,Necessary Roughness,1.0,29-Jun-11,331
6006,David Hinckley,New York Daily News,Necessary Roughness,1.0,29-Jun-11,314
6007,Alan Sepinwall,Hitfix,Necessary Roughness,1.0,29-Jun-11,321
6008,Ed Bark,Uncle Barky,A Gifted Man ,1.0,23-Sep-11,339
6009,Mike Lechevallier,Slant Magazine,The Following,1.0,21-Jan-13,328
6010,Robert Bianco,USA Today,The Following,1.0,21-Jan-13,320
6011,Hank Stuever,Washington Post,The Following,1.0,21-Jan-13,331
6012,Rob Owen,Pittsburgh Post-Gazette,The Following,1.0,21-Jan-13,371
6013,Curt Wagner,RedEye,The Following,1.0,21-Jan-13,357
6014,David Wiegand,San Francisco Chronicle,The Following,1.0,21-Jan-13,306
6015,Maureen Ryan,The Huffington Post,The Following,1.0,21-Jan-13,354
6016,Matthew Gilbert,Boston Globe,The Following,1.0,21-Jan-13,474
6017,Matt Zoller Seitz,New York Magazine (Vulture),The Following,1.0,21-Jan-13,551
6018,Michael Phillips,Chicago Tribune,The Sister,1.0,26-Oct-20,383
6019,Inkoo Kang,The Hollywood Reporter,The Sister,1.0,26-Oct-20,392
6020,Nick Schager,The Daily Beast,The Sister,1.0,26-Oct-20,456
6021,Lucy Mangan,The Guardian,The Sister,1.0,26-Oct-20,361
6022,Matthew Gilbert,Boston Globe,The Sister,1.0,26-Oct-20,418
6023,Heather Havrilesky,Salon,The Real Housewives of Beverly Hills,1.0,14-Oct-10,409
6024,Mark A. Perigard,Boston Herald,The Real Housewives of Beverly Hills,1.0,14-Oct-10,302
6025,David Hinckley,New York Daily News,The Real Housewives of Beverly Hills,1.0,14-Oct-10,325
6026,Hank Stuever,Washington Post,Love Is Blind,1.0,13-Feb-20,500
6027,Rachelle Hampton,Slate,Love Is Blind,1.0,13-Feb-20,396
6028,Daniel D'Addario,Variety,Love Is Blind,1.0,13-Feb-20,461
6029,Troy Patterson,The New Yorker,Love Is Blind,1.0,13-Feb-20,406
6030,Kristen Baldwin,Entertainment Weekly,Love Is Blind,1.0,13-Feb-20,356
6031,Judy Berman,Time,Love Is Blind,1.0,13-Feb-20,462
6032,Ben Travers,IndieWire,The Handmaid's Tale,4.0,28-Apr-21,515
6033,Kelly Lawler,USA Today,The Handmaid's Tale,4.0,28-Apr-21,388
6034,Melanie McFarland,Salon,The Handmaid's Tale,4.0,28-Apr-21,373
